word,pronunciation,part_of_speech,meaning_vi,example_en,example_vi,topic,level,image_url,collocations,synonyms,antonyms
site,/saɪt/,n.,Địa điểm,This is one of the historic and cultural sites of Vietnam.,Đây là một trong những địa điểm văn hóa và lịch sử của Việt Nam.,Events,B1,https://audio.tflat.vn/data/cache/images/300x225/s/i/site1.jpg,,,
stage,/steɪdʒ/,n.,"Trình diễn, dàn cảnh; sắp xếp, tổ chức",A historic house can be the perfect site to stage a small reception.,Một ngôi nhà lịch sử có thể là một nơi lý tưởng để tổ chức một cuộc chiêu đãi nhỏ.,Events,B1,https://audio.tflat.vn/data/cache/images/300x225/s/t/stage1.jpg,,,
abundant,/ə'bʌndənt/,adj.,"Nhiều, phong phú, thừa",The computer analyst was glad to have chosen a field in which jobs were abundant.,Người phân tích máy tính hài lòng vì đã chọn một lãnh vực mà trong đó việc làm rất nhiều.,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/a/b/abundant1.jpg,,,
accomplishment,/ə'kɔmpliʃmənt/,n.,"Thành tựu, thành tích; sự hoàn thành, sự làm xong",The success of the company was based on its early accomplishments.,Sự thành công của công ty được dựa trên những thành tựu trước đó của nó.,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/a/c/accomplishment2.jpg,,,
bring together,/brɪŋ təˈɡɛðə/,v.,"Gom lại, nhóm lại, họp lại",Our goal this year is to bring together the most creative group we can find.,Mục tiêu của chúng tôi trong năm nay họp thành một sáng tạo nhất.,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/b/r/bring_together.png,,,
candidate,/'kændidit/,n.,"Ứng cử viên, thí sinh, người dự tuyển",All of the candidates were ready for the competition.,Tất cả các ứng cử viên đã sẵn sàng cho cuộc thi.,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/c/a/candidate1.jpg,,,
come up with,/kʌm ʌp wɪð/,,"Đưa ra, phát hiện, khám phá, ý định","In order for that small business to succeed, it needs to come up with a new strategy.",Để những doanh nghiệp nhỏ có thể thành công thì nó cần đưa ra một chiến lược mới.,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/c/o/come_up_with2.jpg,,,
commensurate,/kə'menʃərit/,adj.,"(+with) xứng với, tương xứng với",Generally the first year's salary is commensurate with experience and education level.,Nói chung thì tiền lương năm đầu tiên tương xứng với kinh nghiệm và trình độ học vấn.,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/c/o/commensurate.jpg,,,
match,/mætʃ/,n.,Người ngang tài ngang sức,It is difficult to make a decision when both candidates seem to be a perfect match.,Thật là khó đưa ra quyết định khi mà cả 2 ứng viên dường như ngang sức ngang tài.,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/m/a/match-n1.jpg,,,
profile,/ˈprəʊfaɪl/,n.,"Tiểu sử sơ lược, bản tóm lược các đặc tính","The recruiter told him that, unfortunately, he did not fit the job profile.","Người tuyển dụng nói rằng, thật không may, anh ta không hợp với bản tóm lược công việc.",Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/p/r/profile1.png,,,
qualification,"/,kwɔlifi'keiʃn/",n.,"Năng lực, trình độ (để làm cái gì)",It is easy for him to find a good job with such good qualifications.,Rất dễ dàng cho anh ta để tìm một công việc tốt với trình độ tốt như vậy.,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/q/u/qualification.jpg,,,
recruit,/ri'kru:t/,n.,"Lính mới, nhân viên mới, thành viên mới",The new recruits spent the entire day in training.,Những nhân viên mới đã dành ra cả ngày để rèn luyện.,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/r/e/recruit1.jpg,,,
submit,/səb'mit/,v.,"Trình, đệ trình; biện hộ",Please submit your résumé to the human resources department.,Hãy nộp sơ yếu lý lịch của anh cho bộ phận nhân sự (bộ phận nguồn nhân lực).,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/s/u/submit1.png,,,
time-consuming,/tʌɪm kənˈsjuːmɪŋ/,adj.,"Tốn nhiều thời gian, dài dòng",Playing computer games is time-consuming.,Chơi các trò chơi máy tính tốn nhiều thời gian.,Job Ads & Recruitment,B1,https://audio.tflat.vn/data/cache/images/300x225/t/i/time-consuming.jpg,,,
agent,/ˈeɪdʒənt/,n.,Đại lý,A travel agent can usually find you the best deals on tickets and hotels.,Đại lý du lịch thường có thể tìm cho bạn những giao dịch tốt nhất vè vé và khách sạn.,General Travel,B1,https://audio.tflat.vn/data/images_example/300x225/a/_/a_travel_a_ex1_56248d167f8b9a040dc66154.jpg,,,
announcement,/ə'naunsmənt/,n.,‹sự/lời› thông báo,Did you hear an announcement about our new departure time?,Anh đã nghe thông báo về giờ khởi hành mới của chúng ta chưa?,General Travel,B1,https://audio.tflat.vn/data/cache/images/300x225/a/n/announcement.jpg,,,
beverage,/'bəvəridʤ/,n.,Đồ uống,The flight attendant offered all passengers a cold beverage during the flight.,Tiếp viên hành không đã mời mọi hành khách một thức uống lạnh trong suốt chuyển bay.,General Travel,B1,https://audio.tflat.vn/data/cache/images/300x225/b/e/beverage1.png,,,
blanket,/ˈblæŋkɪt/,v.,Phủ lên,The snow blanketed the windshield making it difficult to see the roads.,"Tuyết bao phủ kính chắn gió, khiến cho việc nhìn thấy đường sá rất khó.",General Travel,B1,https://audio.tflat.vn/data/images_example/300x225/t/h/the_snow_b_ex1_56248d007f8b9afc0c2980bd.jpg,,,
board,/bɔ:d/,v.,Lên tàu / máy bay / xe lửa,Passengers are waiting to board.,Các hành khách đang chờ để lên máy bay.,General Travel,B1,https://audio.tflat.vn/data/cache/images/300x225/b/o/board-clone11.jpg,,,
claim,/kleɪm/,v.,"Đòi, đòi quyền, nhận là, tự cho là",I don't claim to be an expert.,Tôi không tự cho là một chuyên gia.,General Travel,B1,https://audio.tflat.vn/data/images_example/300x225/_/i/_i_dont_cl_ex1_56248d027f8b9afc0c29844d.png,,,
delay,/di'lei/,v.,"Trì hoãn, hoãn lại","He delayed telling her the news, waiting for the right moment.","Anh trì hoãn nói cho cô ấy tin, chờ đợi đúng thời điểm.",General Travel,B1,https://audio.tflat.vn/data/cache/images/300x225/d/e/delay1.jpg,,,
depart,/di'pɑ:t/,v.,"Khởi hành, rời khỏi",Flights for Rome depart from Terminal 3.,Chuyến bay đi Rome khởi hành tại Trạm 3.,General Travel,B1,https://audio.tflat.vn/data/cache/images/300x225/d/e/depart1.png,,,
embarkation,/em'bɑ:'keiʃn/,n.,"‹sự/quá trình› lên tàu, cho lên tàu",The flight creaw must check the passengers's documents before embarkation.,Phi hành đoàn phải kiểm tra giấy tờ của hành khách trước khi cho lên máy bay.,General Travel,B1,https://audio.tflat.vn/data/cache/images/300x225/e/m/embarkation.jpg,,,
itinerary,/aɪˈtɪnərəri/,n.,Lộ trình,I had to change my itinerary when I decided to add two more countries to my vacation.,Tôi đã phải đổi lộ trình khi tôi đã quyết định thêm vào 2 quốc gia nữa cho kỳ nghỉ của tôi.,General Travel,B1,https://audio.tflat.vn/data/images_example/300x225/t/h/the_tour_o_ex2_56248cfc7f8b9afa0cb17f4c.jpg,,,
prohibit,/prə(ʊ)ˈhɪbɪt/,v.,"Cấm, ngăn cấm",Smoking is prohibited here.,Hút thuốc bị cấm ở đây.,General Travel,B1,https://audio.tflat.vn/data/cache/images/300x225/p/r/prohibit1.jpg,,,
valid,/'vælid/,adj.,"Có giá trị, có hiệu lực",I need to make certain that my passport is valid if we plan to go overseas this December.,Tôi cần biết chắc rằng hộ chiếu của tôi có giá trị nếu chúng tôi dự tính xuất ngoại tháng 12 này.,General Travel,B1,https://audio.tflat.vn/data/cache/images/300x225/v/a/valid1.jpeg,,,
shopping,/ˈʃɒpɪŋ/,n.,Mua sắm,Let's go shopping.,Nào cùng nhau đi mua sắm.,Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/s/h/shopping11.jpg,,,
bargain,/bɑːɡən/,n.,"Món hời, cơ hội tốt (buôn bán)",Lois compared the sweaters carefully to determine which was a better bargain.,Lois so sánh cẩn thận những chiếc áo len để xác định cái nào là món hời hơn.,Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/b/a/bargain1.jpg,,,
bear,/beə/,v.,"Chịu đựng, cam chịu",Moya doesn't like crowds so she cannot bear shopping during the holiday rush.,Moya không thích đám đông vì thế cô không chịu đi mua sắm trong kỳ đổ xô đi sắm dịp lễ.,Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/b/e/bear1.jpg,,,
behaviour,/bi'heivjə/,n.,"Thái độ, hành vi, cách cư xử, cách đối xử, cách ăn ở",Suspicious behaviour in a department store will draw the attention of the security guards.,Thái độ khả nghi ở trong cửa hàng bách hóa sẽ thu hút sự chú ý của nhân viên an ninh.,Shopping,B1,https://audio.tflat.vn/data/images_example/300x225/s/u/suspicious_ex1_580de4657f8b9a84688b4597.png,,,
checkout,/tʃɛk aʊt/,n.,"Thanh toán, quầy thanh toán (ở siêu thị, ks...)","The line at this checkout is too long, so let's look for another.","Hàng chờ tại quầy tính tiền này dài quá, vậy chúng ta hãy đi tìm hàng khác.",Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/c/h/checkout_n2.jpg,,,
comfort,/'kʌmfət/,n.,"Sự thoải mái, dễ dàng",I like to dress for comfort if I'm spending the day shopping.,Tôi thích ăn mặc thoải mái (không gò bó) nếu tôi bỏ ra cả ngày đi mua sắm.,Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/c/o/comfort1.png,,,
expand,/iks'pænd/,v.,"Mở rộng, phát triển",The telephone networks in rural areas should be expanded.,Mạng lưới điện thoại ở các vùng sâu vùng xa nên được mở rộng.,Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/e/x/expand1.jpg,,,
explore,/iks'plɔ:/,v.,"Khảo sát, thăm dò, khám phá",Reading history books is like exploring the past.,Đọc cuốn sách lịch sử là như khám phá quá khứ.,Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/e/x/explore1.jpg,,,
item,/'aitem/,n.,"Khoản, món, mục, mặt hàng",Do you think I can get all these items into one bag?,Cô có nghĩ rằng tôi có thể để tất cả món đồ này vào một cái túi không?,Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/i/t/item1.png,,,
mandatory,/'mændətəri/,adj.,"(thuộc) lệnh, bắt buộc",The jewelry store has a mandatory policy of showing customers only one item at a time.,Cửa hàng nữ trang có một chính sách bắt buộc là chỉ cho khách xem mỗi lúc một món đồ.,Shopping,B1,https://audio.tflat.vn/data/images_example/300x225/t/h/the_jewelr_ex1_56248d157f8b9a040dc65f0c.jpg,,,
merchandise,/'mə:tʃəndaiz/,n.,Hàng hóa,I am very impressed with the selection of merchandise at this store.,Tôi rất có ấn tượng với sự tuyển chọn hàng hóa tại cửa hàng này.,Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/m/e/merchandise1.jpg,,,
strictly,/ˈstrɪktli/,adv.,"‹một cách› nghiêm ngặt, nghiêm khắc",Our store strictly enforces its return policy.,Cửa hàng chúng tôi thực thi nghiêm ngặt chính sách hoàn trả hàng của mình.,Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/s/t/strictly1.png,,,
trend,/trend/,n.,Xu hướng,The youth try to keep up with the fashion trend.,Giới trẻ cố gắng bắt kịp xu hướng thời trang.,Shopping,B1,https://audio.tflat.vn/data/cache/images/300x225/t/r/trend1.jpg,,,
charge,/tʃɑːdʒ/,v.,Tính phí,What did they charge for the repairs?,Họ đã tính phí gì cho việc sửa chữa?,Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/c/h/charge1.png,,,
compile,/kəmˈpaɪl/,v.,"Soạn, biên soạn, soạn thảo",The clerk is responsible for compiling the orders at the end of the day.,Người nhân viên chịu trách nhiệm soạn các đơn đặt hàng vào cuối ngày.,Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/c/o/compile1.png,,,
customer,/'kʌstəmə/,n.,Khách hàng (người mua hàng hóa hoặc dịch vụ),Let's make sure all invoices sent to customers are kept in alphabetical order.,Chúng ta phải chắc rằng mọi hóa đơn gửi cho khách hàng được giữ theo thứ tự ABC.,Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/c/u/customer1.jpg,,,
discount,/ˈdɪskaʊnt/,n.,Sự giảm giá,Do you get a discount if you pay in cash?,Bạn có được sự giảm giá nếu trả bằng tiền mặt không?,Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/d/i/discount-n1.jpg,,,
efficient,/i'fiʃənt/,adj.,"Có hiệu quả, có hiệu suất, có năng suất (cao)",The accountant was so efficient in processing the customer receipts that she had the job done before lunch.,Nhân viên kế toán làm việc hiệu quả trong việc xử lý các hóa đơn khách hàng đến nỗi cô ta đã hoàn tất công việc trước bữa trưa.,Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/e/f/efficient1.png,,,
estimate,/ˈestɪmət/,v.,Ước lượng,We estimated our losses this year at about five thousand dollars.,Chúng tôi ước tính thua lỗ trong năm nay của chúng tôi là vào khoảng 5 ngàn đô-la.,Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/e/s/estimate1.png,,,
impose,/im'pouz/,v.,"Bắt chịu, bắt gánh vác",The company will impose a surcharge for any items returned.,Công ty phải chịu một khoản phí tổn thêm với bất kỳ sản phẩm nào bị trả lại.,Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/i/m/impose1.png,,,
mistake,/mis'teik/,n.,"Lỗi, sai, nhầm",I made a mistake in adding up your bill and we overcharged you twenty dollars.,Tôi đã nhầm lẫn khi tính tổng hóa đơn của anh và chúng tôi đã tính quá của anh 20 đô-la.,Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/m/i/mistake1.png,,,
order,/'ɔ:də/,n.,Đơn đặt hàng,The customer placed an order for ten new chairs.,Người khách hàng đưa đơn đặt hàng 10 cái ghế mới.,Invoice,B1,https://audio.tflat.vn/data/images_example/300x225/t/h/the_custom_ex1_56248cf37f8b9af80c011edd.jpg,,,
promptly,/ˈprɒmptli/,adv.,"Mau lẹ, nhanh chóng, ngay lập tức, tức thời",We always reply promptly to customers' letters.,Chúng tôi luôn hồi âm nhanh chóng các lá thư của khách hàng.,Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/p/r/promptly1.png,,,
rectify,/'rektifai/,v.,"Sửa cho đúng, sửa cho ngay","Embarrassed at his behavior, he rectified the situation by writing a letter of apology.","Xấu hổ về thái độ của mình, anh ta đã sửa chữa tình huống bằng cách viết thư tạ lỗi.",Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/r/e/rectify1.png,,,
terms,/tɜːmz/,n.,"Điều kiện, điều khoản",The terms of payment were clearly listed at the bottom of the invoice.,Các điều kiện thanh toán đã được liệt kê rõ ràng ở bên dưới hóa đơn.,Invoice,B1,https://audio.tflat.vn/data/cache/images/300x225/t/e/terms1.png,,,
